SaleID,price
200000,1177.3308230192024
200001,1806.931641119516
200002,8560.775353870005
200003,1346.5134570259083
200004,2074.2573702271516
200005,1246.4881166677621
200006,377.8781971220023
200007,3689.1889000051788
200008,12374.241003186202
200009,609.899572407815
200010,550.3433845456834
200011,2599.10445598972
200012,5930.176894455542
200013,8213.353220882327
200014,2122.1526160292833
200015,253.9675726211254
200016,1770.7521033091998
200017,8302.644428620672
200018,6623.351525340757
200019,641.7703355259889
200020,24296.9590469323
200021,7662.325926453232
200022,1887.7623793198263
200023,1515.642334403975
200024,932.9344429175045
200025,9204.150507585056
200026,557.2025094435744
200027,12667.85619722998
200028,4393.9462803408915
200029,7727.280830074304
200030,17370.126931729472
200031,11980.39646411252
200032,572.9136847567381
200033,14378.750808225963
200034,841.4380814344854
200035,1924.5682395424246
200036,14301.593874027027
200037,6164.498009475987
200038,1286.7072399092708
200039,328.05621834152043
200040,592.3883753229368
200041,25706.372840249456
200042,373.44435090741536
200043,8244.75610384532
200044,18022.07379685849
200045,612.4397771922722
200046,15760.273938783244
200047,16824.036170234314
200048,2025.06975326347
200049,3131.962055832978
200050,869.3456022298103
200051,4521.474516014414
200052,2916.934982924121
200053,330.7247436561787
200054,13272.200598500258
200055,9807.341237904766
200056,8206.641418782718
200057,3404.5626992361213
200058,1208.496217770682
200059,5087.542538418605
200060,8033.800126793489
200061,1208.0171112763474
200062,5233.607337019146
200063,8871.399883151578
200064,1228.2591248038082
200065,1900.3481748375386
200066,566.0856606018299
200067,10146.024537544006
200068,170.47256022214344
200069,18090.560212578916
200070,9040.031436448524
200071,393.5716282216942
200072,5665.461593925445
200073,19665.742713176107
200074,4420.727203077582
200075,15025.747392743018
200076,3231.3255404870442
200077,419.1786631917704
200078,370.34118253002725
200079,2921.7792606611647
200080,3412.830606643811
200081,2015.5983766918398
200082,3988.5278252524495
200083,458.3927722888145
200084,1269.3047915120014
200085,1619.1058269693158
200086,6748.303460340681
200087,3302.7178515148516
200088,2692.5371684120228
200089,41359.948456890204
200090,2957.6004594458823
200091,204.80966522001222
200092,2067.204275539382
200093,16849.80503235838
200094,6801.106291560651
200095,5432.224759399299
200096,2357.2413359980574
200097,1234.727284840967
200098,409.06754547266274
200099,20054.18343500112
200100,21696.331480463887
200101,8005.704227492584
200102,1777.8615733861452
200103,10193.984679621411
200104,5551.337973828653
200105,3355.7172208307898
200106,8731.487724498491
200107,1869.8318240212247
200108,14513.571926290144
200109,8177.665086355242
200110,1221.8611635330808
200111,1709.7162335374364
200112,1891.8628466912232
200113,583.6403137015736
200114,2336.435215164528
200115,1297.0842673263742
200116,13429.239165274037
200117,16872.285014528214
200118,58183.4761153005
200119,226.13909167471252
200120,3462.3572300333053
200121,2669.3138332854414
200122,676.8059626777756
200123,2183.4570129188023
200124,53151.31498941168
200125,796.2222581509382
200126,3479.4084677036117
200127,15048.454084947829
200128,1615.8688803967602
200129,5580.522482890047
200130,3822.79812536906
200131,3112.429282938817
200132,1196.6009498819253
200133,2803.17537277043
200134,1267.1981421292369
200135,2990.0049433932754
200136,3846.473363591549
200137,1268.8034841504768
200138,9731.217213582499
200139,6532.165714940433
200140,2583.736907678801
200141,1467.1872285153754
200142,5715.438091966359
200143,9466.532478486235
200144,1365.3386512912823
200145,6140.123799295367
200146,2601.6306414400015
200147,4448.806663553873
200148,2505.96135255394
200149,263.5733930071023
200150,10722.211495774052
200151,5289.394650893155
200152,553.4806914868659
200153,480.40674288426163
200154,7237.937949766869
200155,3165.989674282733
200156,16392.10826842577
200157,8946.486459094936
200158,10393.862934033157
200159,14315.43899827079
200160,6670.622812543226
200161,7335.488157540072
200162,6382.156482983502
200163,680.1844652632997
200164,16505.196790702066
200165,15128.053090709467
200166,24966.265351515824
200167,3568.6141805078096
200168,39772.81067073227
200169,766.4299436274787
200170,2581.486507036827
200171,8562.220288363227
200172,2048.131624582602
200173,34831.54336119331
200174,1179.2466004617909
200175,2198.209084723293
200176,7947.6204224419835
200177,5788.068781098153
200178,5292.337505454969
200179,3886.8352529751223
200180,940.1083134146118
200181,19377.56276738905
200182,4467.427544919965
200183,1560.3162095765629
200184,1977.703425610886
200185,4585.170158188994
200186,3010.7299798200147
200187,7244.413323769284
200188,9744.99613215993
200189,12316.220461870933
200190,4034.545268493567
200191,3008.6377907222177
200192,1090.1299487283607
200193,4067.55099512542
200194,7870.06330517584
200195,2503.8953941382524
200196,897.9164936537139
200197,23172.768606116926
200198,1324.0833886424543
200199,4355.018177712253
200200,666.2398029037186
200201,7402.43316892092
200202,2045.3994964477172
200203,1730.6644916359874
200204,8184.955911195978
200205,5286.615253310917
200206,855.2832611895246
200207,5551.017826546458
200208,5433.563557333589
200209,1171.917851021549
200210,14108.860323980454
200211,5463.971548770736
200212,7481.120463915169
200213,8475.51721338589
200214,20171.6461341823
200215,7261.971456005773
200216,3069.3061308424135
200217,1183.8180772595056
200218,10395.298616150332
200219,1171.2623175597341
200220,2340.341771500923
200221,7617.097959315586
200222,2371.9223799278634
200223,860.4563602492108
200224,13348.264273094861
200225,3473.704966861991
200226,1206.2269675220691
200227,8325.082187881693
200228,211.52354201921491
200229,6716.210878893167
200230,8073.571115320592
200231,4777.748875207452
200232,1058.0038614635168
200233,7396.917691401668
200234,429.0952741320051
200235,8491.580145784203
200236,13154.225058829159
200237,4501.936852876404
200238,7257.841180221794
200239,9229.264839922533
200240,24547.891271013745
200241,10953.626038185495
200242,4012.781072112666
200243,2876.4772591371593
200244,6378.368543557887
200245,4475.0460902591385
200246,4607.663915845791
200247,1475.7062486774453
200248,333.80224112028094
200249,10138.274253227255
200250,34262.246119453324
200251,10323.122628806075
200252,817.2784970581988
200253,8471.198112151313
200254,10947.952459939039
200255,7793.331957773357
200256,2611.768303473562
200257,9199.594195997051
200258,3501.3323489409736
200259,7842.933030288843
200260,1697.172939423168
200261,4603.706679740686
200262,2643.6916464142196
200263,8952.669474356224
200264,6627.794928488244
200265,5350.863365144451
200266,1275.5851322066405
200267,13442.6073906454
200268,8038.452612810974
200269,3511.3790397874054
200270,9509.261538978892
200271,2869.577171178962
200272,4809.750768561873
200273,16557.072720342534
200274,474.29982963371316
200275,14761.604222024904
200276,1766.2729673960362
200277,3008.3781793688477
200278,2001.9893652932742
200279,9473.887081364393
200280,2446.38325743128
200281,700.5483398035465
200282,13406.813810166881
200283,6362.249547671145
200284,436.866074070912
200285,5734.6460474896185
200286,2319.5622298396593
200287,12130.394850419529
200288,12779.899314023198
200289,3178.6932937835873
200290,7268.277949016842
200291,11662.183646233201
200292,2956.716256431446
200293,8719.71616101739
200294,6622.950426387878
200295,1709.2220435052536
200296,2769.0789575835606
200297,7749.862099384389
200298,1352.420702924886
200299,4526.496718884719
200300,5022.6728087531465
200301,5212.698761185185
200302,1661.431913580138
200303,7122.461440318621
200304,2485.8096068188643
200305,3889.463323372728
200306,1733.273793660709
200307,14938.647629833336
200308,1525.9884448951539
200309,1235.6692420598833
200310,991.4849616027138
200311,1199.2940976659524
200312,11060.210197859098
200313,1769.4010724125503
200314,5488.771184015635
200315,1067.9003624035831
200316,37273.94138048561
200317,2596.2406841536067
200318,495.7209694660724
200319,10083.594793571621
200320,3637.373982315051
200321,30916.28017219335
200322,18960.368252827815
200323,1462.44443500348
200324,24746.73428852978
200325,5534.33862388112
200326,2380.598042136604
200327,21515.8512710674
200328,883.5184007289648
200329,8072.431665597602
200330,2020.9899344946018
200331,1496.0781160330835
200332,11754.632955770156
200333,1151.251315416439
200334,476.0056830452245
200335,1448.863636556971
200336,1511.3555063923689
200337,1134.8454452378298
200338,1891.3937016725247
200339,13325.475502041256
200340,29809.444968094984
200341,2919.787808632478
200342,5715.137222499294
200343,1866.4061427716044
200344,4896.842099779902
200345,7029.128610489158
200346,1215.7837666493174
200347,11821.27382496852
200348,10018.529266503268
200349,752.3315315563163
200350,11517.751875406248
200351,2476.9318506864793
200352,637.426622522112
200353,1377.4238525863964
200354,3628.8672786815064
200355,786.1185585074307
200356,4474.675075098741
